Point_ID,Latitude,Longitude,Elevation,Slope,Aspect,Curvature,TRI,TPI,Annual_Precipitation,Monsoon_Precipitation,Max_Daily_Precipitation,Antecedent_Rainfall_7d,Antecedent_Rainfall_15d,Antecedent_Rainfall_30d,Mean_Temperature,Min_Temperature,Max_Temperature,Temperature_Range,Lithology,Fault_Density,Distance_to_Fault,NDVI,Land_Use,Forest_Cover,Distance_to_Road,Road_Density,Slope_Precipitation,Elevation_Slope,Aspect_Relief,Susceptibility_Score,Susceptibility_Class
P_003504,16.527657,84.339209,1119.08,3.13,29.23,0.0135,9.01,-1.4,792.2,641.5,10.5,59.6,48.2,985.0,6.1,-2.3,14.5,16.7,7,0.771,531.5,0.539,1,0.486,170.1,0.555,2.48,0.4,0.0066,2.37,1
P_003505,30.060849,72.862509,3952.0,33.31,205.29,0.0718,18.68,0.3,2699.5,1784.7,265.2,23.6,169.0,261.8,28.1,20.7,35.5,14.8,2,1.603,1680.3,0.622,3,0.465,408.8,0.347,89.92,14.88,-0.0307,7.94,4
P_003506,34.20875,89.944665,5713.59,14.61,262.58,0.107,22.17,-14.15,980.1,792.2,15.4,26.3,41.2,24.8,32.5,20.9,44.1,23.2,2,0.847,1011.4,0.349,1,0.37,1524.5,0.295,14.32,9.43,-0.1061,1.9,1
P_003507,29.292339,76.881175,875.97,24.5,37.46,0.015,33.99,13.47,371.1,298.3,111.5,19.9,342.8,345.7,11.4,0.6,22.3,21.7,2,1.062,885.0,0.642,2,0.348,1703.8,0.154,9.09,2.43,0.0091,3.04,2
P_003508,28.667198,81.080567,2746.38,33.03,172.78,-0.0231,15.25,16.15,3033.3,1943.1,43.4,21.9,24.5,40.1,28.0,22.9,33.1,10.2,4,0.339,4056.1,0.593,5,0.343,742.2,0.21,100.19,10.25,-0.0029,7.6,4
P_003509,13.913616,88.091515,2694.5,4.6,213.0,-0.0844,35.15,-11.34,1340.6,1178.1,80.2,41.8,124.8,335.1,16.9,4.6,29.3,24.7,1,0.519,1912.4,0.941,3,0.186,1375.7,0.365,6.16,1.4,0.046,2.3,1
P_003510,13.562991,71.320836,8204.73,16.09,217.71,-0.1575,5.12,12.72,2526.1,2215.1,31.5,55.3,49.8,3.4,26.0,18.5,33.5,15.0,8,0.023,822.1,0.651,1,0.264,2862.6,0.83,40.65,14.92,0.0963,4.11,3
P_003511,35.355899,89.580691,7122.28,14.8,21.75,-0.1815,42.99,3.71,1425.4,954.2,130.1,24.1,223.6,257.9,21.5,17.0,26.1,9.1,2,0.199,60.0,0.636,1,0.148,285.0,0.442,21.09,11.91,-0.0673,2.44,1
P_003512,15.998882,71.496691,5640.59,20.75,195.77,0.0056,33.44,-4.99,660.8,422.9,9.8,291.4,470.6,77.0,6.8,2.5,11.0,8.5,7,0.053,353.9,0.671,5,0.152,410.4,0.133,13.71,13.23,-0.0015,3.9,2
P_003513,29.146762,93.152103,7737.31,8.72,327.1,-0.2188,37.95,2.98,387.5,279.7,79.9,67.6,27.5,1231.6,5.4,0.4,10.3,9.9,7,0.934,2257.8,0.722,2,0.069,548.8,1.379,3.38,7.62,0.1188,1.54,1
P_003514,17.272376,83.518218,5488.56,5.13,89.24,-0.0681,5.79,-3.91,1075.9,678.0,10.7,18.7,29.8,60.9,28.9,24.0,33.9,9.8,2,0.069,2411.7,0.681,3,0.077,38.2,1.358,5.52,3.19,-0.0681,3.17,2
P_003515,9.368811,82.458758,6339.49,11.04,354.14,0.1442,31.53,17.8,4000.0,2791.0,90.6,9.0,214.0,342.9,24.0,17.0,30.9,13.9,6,0.546,3828.8,0.458,1,0.797,2429.2,0.106,44.17,7.91,-0.0147,1.39,1
P_003516,35.475186,78.68838,3710.17,14.08,141.83,-0.0812,41.3,-21.39,1019.3,895.6,38.2,37.1,83.6,88.0,23.8,21.0,26.6,5.6,5,1.137,2108.0,0.471,2,0.237,1271.8,0.598,14.35,5.9,-0.0502,1.14,1
P_003517,24.680784,86.128596,7830.78,0.44,191.85,0.0971,31.71,13.93,76.0,50.8,51.2,41.2,60.1,189.3,31.0,26.4,35.6,9.3,7,0.224,2213.7,0.743,4,0.325,1029.1,0.375,0.03,0.39,-0.02,-0.98,0
P_003518,14.491459,85.058798,7960.49,22.9,203.98,-0.3602,13.12,6.47,550.7,431.8,108.4,45.9,242.9,647.0,9.5,6.2,12.8,6.6,7,1.161,1032.4,0.728,5,0.148,863.3,0.412,12.61,20.61,0.1464,2.53,2
P_003519,12.050795,75.758362,2453.84,3.52,311.09,0.0245,26.04,3.19,49.6,36.4,12.1,55.7,35.3,62.2,13.0,9.3,16.8,7.5,8,0.067,1254.5,0.926,3,0.13,2107.5,0.405,0.17,0.98,-0.0184,0.86,0
P_003520,14.741001,74.50862,5587.0,0.2,335.85,0.1984,21.8,-2.08,149.4,94.4,0.1,34.2,113.2,9.7,18.6,14.8,22.4,7.6,4,0.478,1417.4,0.727,7,0.141,582.6,0.074,0.03,0.12,-0.0812,0.09,0
P_003521,30.066928,79.001924,1548.53,28.76,18.67,0.1252,18.28,7.46,210.8,132.6,18.0,29.6,237.0,108.5,23.7,14.7,32.8,18.1,7,0.462,5076.2,0.773,2,0.045,185.6,1.305,6.06,5.03,0.0401,5.29,3
P_003522,11.712535,78.999688,4927.88,10.69,134.13,0.0597,4.79,8.86,654.7,574.9,70.5,45.4,10.8,644.6,18.2,11.0,25.4,14.4,4,0.54,1876.3,0.864,3,0.098,1934.1,0.421,7.0,5.96,0.0428,1.0,1
P_003523,13.707291,85.451813,8056.78,11.69,168.59,0.0454,42.93,-10.72,75.0,47.2,5.8,106.6,174.6,154.4,12.3,9.8,14.8,5.0,2,0.428,1625.9,0.908,4,0.099,523.3,0.395,0.88,10.65,0.009,2.49,1
P_003524,24.330501,80.242788,1687.01,54.44,7.41,0.1276,6.21,9.97,204.1,161.3,108.1,161.1,0.9,16.5,19.0,13.0,25.0,12.0,1,0.107,5729.1,0.827,2,0.1,225.9,0.686,11.11,10.38,0.0164,5.8,4
P_003525,35.999496,81.806516,6062.77,47.33,334.72,-0.0209,48.22,4.96,281.7,184.5,21.7,230.7,56.8,94.3,22.3,17.5,27.1,9.6,4,0.527,874.0,0.881,1,0.428,13.8,1.599,13.33,32.43,0.0089,4.74,3
P_003526,14.637081,72.871425,750.35,18.03,261.87,0.0028,8.18,5.13,317.2,270.0,169.8,312.3,137.0,383.7,25.1,18.3,31.8,13.5,8,0.855,288.9,0.842,2,0.225,30.9,0.163,5.72,1.53,-0.0028,3.19,2
P_003527,35.203946,82.79653,8660.9,33.81,101.0,-0.0818,25.45,-13.14,2727.4,2046.7,76.5,86.5,52.0,219.0,17.4,5.0,29.8,24.8,4,0.039,1709.7,0.245,1,0.464,15.2,0.899,92.21,33.09,-0.0803,7.8,4
P_003528,30.147489,81.820107,7010.86,14.11,286.71,-0.0789,34.15,-4.94,663.5,473.5,18.6,62.2,147.3,963.4,14.0,11.0,17.1,6.1,2,0.63,961.7,0.355,3,0.044,587.4,0.248,9.36,11.18,0.0756,1.96,1
P_003529,17.646178,84.584108,611.05,4.45,179.05,0.0261,33.68,9.87,347.4,253.7,27.4,3.6,563.1,560.2,22.6,16.9,28.3,11.5,7,0.61,299.3,0.302,1,0.191,110.4,0.089,1.55,0.31,0.0004,1.32,1
P_003530,27.98544,79.137315,7463.99,20.56,276.3,0.0152,42.66,6.91,355.5,311.2,140.1,49.5,81.2,141.7,19.4,10.3,28.5,18.2,4,0.375,124.9,0.356,5,0.434,82.2,0.398,7.31,17.34,-0.0151,2.87,2
P_003531,12.750343,74.422519,3993.8,9.83,103.56,-0.0303,14.5,-13.18,2147.4,1402.3,62.7,13.5,62.4,538.7,7.7,-3.9,19.2,23.2,2,0.203,534.3,0.56,6,0.211,2090.8,0.116,21.1,4.44,-0.0294,4.26,3
P_003532,12.330958,77.493613,2667.7,20.21,138.28,-0.0424,24.79,-3.53,3539.7,2564.2,1.9,32.0,79.6,386.4,31.0,18.9,43.2,24.3,2,0.961,199.8,0.251,1,0.196,1288.4,0.138,71.52,6.09,-0.0282,6.82,4
P_003533,31.911436,76.866236,7277.43,5.82,197.48,0.0834,39.55,0.34,137.9,102.5,41.1,16.8,289.4,49.6,8.1,-0.1,16.3,16.5,7,0.477,95.1,0.879,2,0.329,1895.1,0.214,0.8,4.79,-0.025,0.58,0
P_003534,16.254976,73.089228,5667.05,9.77,129.85,0.1173,2.77,12.83,462.9,369.3,106.1,42.7,254.4,747.1,18.1,14.1,22.2,8.1,1,0.673,1479.4,0.776,7,0.035,3065.9,0.049,4.52,6.26,0.09,2.72,2
P_003535,14.387236,78.490753,8067.83,15.21,302.55,0.0417,41.02,-7.39,929.6,565.5,19.8,13.6,109.1,39.0,17.1,14.2,19.9,5.7,2,0.253,484.0,0.532,4,0.357,178.1,0.216,14.14,13.87,-0.0352,4.32,3
P_003536,27.692996,96.281892,7983.26,41.42,208.61,-0.0938,7.43,13.23,124.5,88.5,81.4,376.7,132.6,133.4,28.2,17.2,39.3,22.1,5,0.329,4478.8,0.317,1,0.2,2344.2,0.027,5.16,37.37,0.0449,3.68,2
P_003537,36.887181,90.513099,6880.66,11.33,124.0,-0.0489,7.07,-2.32,3976.0,3109.9,100.6,28.0,99.8,525.8,7.1,1.8,12.3,10.5,4,0.601,1144.8,0.251,2,0.006,3316.5,0.4,45.03,8.81,-0.0405,3.32,2
P_003538,26.394544,92.89312,582.27,9.07,24.68,-0.0733,23.11,9.19,385.0,261.9,221.5,12.4,207.3,533.4,28.2,19.0,37.4,18.3,3,0.063,1694.7,0.654,7,0.045,135.0,0.039,3.49,0.6,-0.0306,4.59,3
P_003539,19.392436,84.008276,3551.69,0.69,62.7,-0.0585,13.4,9.39,240.9,160.9,62.8,312.6,87.1,154.4,15.8,11.6,20.0,8.4,3,0.392,342.2,0.627,2,0.375,730.4,1.202,0.17,0.28,-0.052,0.4,0
P_003540,15.449026,85.116052,1991.9,0.06,93.58,0.0495,2.57,3.06,35.9,22.1,1.5,159.3,308.3,535.4,9.5,-2.9,21.9,24.7,7,0.515,2279.3,0.951,2,0.308,291.8,0.867,0.0,0.01,0.0494,1.86,1
P_003541,15.643762,86.062179,8126.32,5.28,153.09,-0.0445,19.5,12.07,1342.3,965.6,82.1,88.7,63.4,185.8,33.9,25.4,42.4,17.1,4,0.142,1523.1,0.24,5,0.01,1322.5,0.682,7.09,4.85,-0.0201,1.82,1
P_003542,23.308638,89.07359,2403.48,14.29,278.45,0.0222,34.88,-3.95,398.7,272.2,81.5,192.5,46.7,186.0,32.6,30.0,35.3,5.3,2,0.476,318.2,0.75,5,0.173,16.0,1.182,5.7,3.88,-0.0219,4.41,3
P_003543,22.057106,76.422996,2911.83,9.73,28.23,0.1167,3.9,-4.49,4000.0,2504.7,138.2,105.0,73.6,123.8,33.7,27.8,39.6,11.8,4,1.549,463.6,0.86,1,0.645,845.4,0.199,38.92,3.2,0.0552,4.35,3
P_003544,26.845707,95.713304,198.22,17.6,242.3,0.156,18.71,6.4,157.5,94.7,25.5,163.7,178.7,63.9,14.5,5.4,23.7,18.3,8,0.979,2000.5,0.756,3,0.259,280.1,0.489,2.77,0.39,-0.1381,4.13,3
P_003545,8.767159,81.074936,7376.06,4.02,270.6,0.0668,44.67,12.96,715.9,474.4,52.7,296.9,198.9,843.6,31.0,28.4,33.5,5.1,1,0.402,3870.0,0.787,2,0.198,486.3,0.463,2.88,3.35,-0.0667,1.1,1
P_003546,8.251488,83.874277,161.95,14.02,136.26,0.1362,33.61,-1.61,3195.6,2153.4,25.3,25.1,39.8,440.0,24.7,17.3,32.1,14.8,1,0.419,1423.4,0.205,2,0.038,1006.9,0.177,44.8,0.26,0.0941,5.1,3
P_003547,23.478636,86.403024,3631.46,15.24,294.71,-0.109,16.19,4.32,3963.9,2808.6,88.7,15.1,841.2,95.0,33.8,30.8,36.8,6.0,4,0.098,2073.7,0.516,3,0.125,637.1,0.176,60.42,6.26,0.099,5.61,4
P_003548,15.060301,77.747744,8304.96,4.35,30.5,-0.1558,14.54,-5.94,723.7,611.3,90.2,66.0,364.1,72.5,13.0,8.9,17.1,8.2,8,0.707,2922.8,0.746,1,0.346,986.9,1.295,3.15,4.09,-0.0791,0.08,0
P_003549,12.179256,71.956343,1156.23,64.77,292.33,0.1618,4.31,-10.73,454.7,273.5,28.3,194.5,23.0,26.3,24.4,14.2,34.7,20.5,2,1.188,2291.6,0.586,1,0.602,2149.8,0.07,29.46,8.46,-0.1497,5.47,3
P_003550,9.166031,96.08637,1867.89,7.22,46.85,0.0352,46.18,3.0,740.6,569.3,35.5,77.3,55.4,344.3,12.8,4.5,21.2,16.7,7,0.001,3978.2,0.809,5,0.058,437.0,0.851,5.35,1.52,0.0257,3.95,2
P_003551,18.152556,72.151759,2823.07,2.75,318.07,0.0861,41.36,7.65,612.5,534.1,83.1,236.4,138.3,133.5,24.5,15.1,33.8,18.6,6,0.245,1449.8,0.854,2,0.035,1647.3,0.263,1.69,0.88,-0.0575,1.32,1
P_003552,26.436758,80.45066,3329.07,3.89,87.21,0.0376,22.91,1.85,1019.2,829.3,17.2,47.9,376.9,21.2,20.4,12.6,28.3,15.7,4,0.717,1200.4,0.919,2,0.08,3040.6,0.755,3.96,1.46,0.0376,0.63,0
P_003553,36.938466,88.847665,893.94,14.12,339.13,-0.2855,9.65,-4.43,185.7,158.1,51.0,1.3,355.4,307.0,23.7,15.6,31.9,16.3,3,0.073,2538.0,0.757,2,0.015,227.3,1.436,2.62,1.43,0.1017,3.64,2
P_003554,25.653945,76.944886,7002.17,50.69,51.95,-0.0297,41.97,5.85,378.7,314.7,4.1,11.1,73.3,118.9,19.3,11.1,27.4,16.3,2,0.595,13.9,0.889,1,0.168,2476.7,0.654,19.19,40.12,-0.0234,3.5,2
P_003555,33.042047,89.396359,3140.74,9.71,21.75,0.1331,37.39,-3.47,1842.5,1255.1,5.2,61.6,131.0,391.7,7.8,4.9,10.7,5.8,6,0.512,496.7,0.44,7,0.34,556.2,1.811,17.89,3.45,0.0493,1.05,1
P_003556,20.561173,88.304284,8657.93,14.63,102.47,-0.1204,47.34,-7.15,2683.1,2121.9,4.1,156.8,340.2,555.2,10.2,4.8,15.5,10.6,7,0.293,554.6,0.547,4,0.143,1349.6,0.074,39.25,14.31,-0.1176,3.59,2
P_003557,18.597455,89.828509,1193.46,16.94,118.24,0.0265,4.5,-15.58,1420.6,1025.9,45.5,9.1,115.4,614.3,26.3,18.4,34.2,15.8,2,0.445,2258.9,0.764,6,0.404,816.5,0.041,24.07,2.29,0.0234,3.65,2
P_003558,34.506149,90.44452,7050.55,17.65,59.96,-0.1425,49.42,-11.15,144.1,110.5,73.9,52.3,149.7,72.6,11.2,1.8,20.7,18.9,6,0.408,4715.5,0.885,5,0.166,1052.9,1.187,2.54,14.06,-0.1233,2.56,2
P_003559,12.083992,73.513762,4256.49,6.4,50.38,0.0475,37.43,-7.66,2668.0,1849.2,30.2,14.9,26.4,4.5,10.1,4.8,15.4,10.6,4,0.486,1586.0,0.742,6,0.258,790.7,1.804,17.06,3.08,0.0366,4.26,3
P_003560,29.239644,76.023839,7850.58,11.53,57.12,0.0103,3.96,12.63,595.0,444.0,16.2,34.7,27.9,495.9,6.6,1.3,11.9,10.6,2,0.298,3082.3,0.791,5,0.055,279.7,0.013,6.86,10.23,0.0086,3.31,2
P_003561,29.736816,77.036086,863.18,5.1,156.03,0.0019,39.75,-20.96,1830.4,1186.4,31.7,201.2,10.4,265.6,20.1,9.3,30.9,21.6,3,0.053,2341.7,0.222,6,0.337,521.6,1.662,9.34,0.5,0.0008,2.52,2
P_003562,16.545558,71.512764,4110.29,10.66,147.16,-0.0031,15.29,14.85,799.5,695.5,98.9,106.5,210.5,369.0,11.9,3.2,20.5,17.3,5,0.421,3271.9,0.747,1,0.254,53.1,0.019,8.52,4.95,-0.0017,2.46,1
P_003563,31.022514,87.559864,6863.4,11.4,170.48,-0.0053,18.1,-23.22,200.8,163.4,15.6,54.1,68.4,376.2,5.3,-3.7,14.4,18.1,3,0.626,3651.5,0.703,1,0.438,1552.8,0.084,2.29,8.85,-0.0009,2.35,1
P_003564,14.617024,81.856379,5632.83,8.19,281.79,-0.0368,45.22,4.34,4000.0,3079.0,71.4,91.5,966.5,371.2,19.2,15.2,23.3,8.1,7,0.113,2265.8,0.88,4,0.229,1006.3,0.431,32.76,5.21,0.036,3.56,2
P_003565,35.848412,83.987487,7145.05,3.63,118.62,0.1185,4.32,14.61,67.3,44.7,38.2,148.4,98.5,116.0,22.7,19.2,26.2,7.0,2,0.301,6803.1,0.812,2,0.69,2675.4,0.147,0.24,2.93,0.104,0.69,0
P_003566,20.285156,86.870315,5366.03,4.01,6.44,-0.0946,11.26,8.71,1215.0,934.3,35.5,103.8,88.3,6.0,17.9,11.7,24.1,12.3,6,0.047,3038.4,0.337,1,0.511,2014.9,0.431,4.88,2.43,-0.0106,0.09,0
P_003567,14.745159,73.867138,1357.16,13.31,3.58,-0.1357,47.65,7.73,832.2,576.1,18.7,14.5,82.3,402.0,22.8,11.7,33.8,22.1,2,0.088,3263.9,0.465,2,0.072,197.1,0.051,11.08,2.04,-0.0085,3.37,2
P_003568,12.383561,87.662065,2886.21,16.9,287.91,0.0638,31.36,-0.55,2195.0,1849.8,8.9,112.7,419.8,799.3,29.1,24.2,34.0,9.8,8,0.634,2375.6,0.741,1,0.027,2471.1,0.411,37.09,5.51,-0.0607,5.35,3
P_003569,14.01433,90.356842,4474.81,25.24,79.41,0.058,25.1,-8.46,561.7,350.0,12.0,263.6,46.2,346.9,29.6,24.2,35.0,10.8,7,0.196,1712.9,0.931,2,0.25,747.2,0.63,14.18,12.76,0.057,2.72,2
P_003570,24.115221,68.658313,6354.48,75.67,313.2,-0.0033,15.04,-2.1,236.0,147.7,22.1,26.0,203.2,189.2,18.5,8.3,28.7,20.3,2,0.09,698.6,0.486,3,0.059,313.0,1.575,17.86,54.34,0.0024,5.74,4
P_003571,33.843953,75.828142,1510.66,8.25,181.95,-0.1283,19.31,-2.3,2410.6,1534.7,5.2,337.4,69.5,790.2,21.8,16.9,26.7,9.8,2,0.265,323.9,0.337,6,0.256,93.3,0.101,19.89,1.41,0.0044,6.48,4
P_003572,32.440219,92.757881,3846.26,19.09,79.25,0.0291,42.89,7.49,596.9,365.3,249.2,143.6,36.4,408.8,33.4,21.9,44.9,23.0,8,0.058,3850.6,0.614,1,0.397,565.2,0.291,11.4,8.3,0.0286,2.69,2
P_003573,9.790584,89.625138,831.99,9.03,56.87,-0.0096,19.49,-2.53,735.5,445.6,127.0,53.4,150.9,814.4,22.3,19.0,25.6,6.6,7,1.238,3303.0,0.918,5,0.106,10.3,0.216,6.64,0.85,-0.008,2.1,1
P_003574,33.974894,84.31715,8810.41,4.4,70.46,-0.0551,17.79,-7.6,590.9,366.2,53.6,42.2,705.7,43.6,31.8,29.1,34.6,5.5,5,1.478,2457.4,0.868,2,0.12,328.9,0.18,2.6,4.38,-0.0519,2.01,1
P_003575,18.706119,88.40478,3156.83,3.37,166.64,-0.014,12.18,8.81,200.0,122.4,1.2,131.5,110.1,224.6,6.9,-3.6,17.4,21.0,2,0.272,1166.7,0.832,3,0.043,2141.2,0.667,0.67,1.2,-0.0032,2.3,1
P_003576,13.551568,87.356384,554.14,16.03,319.2,-0.1198,29.03,7.13,482.7,331.9,0.2,29.0,448.7,79.0,24.0,15.4,32.6,17.3,2,0.739,1157.1,0.404,4,0.65,2179.6,0.155,7.74,1.0,0.0783,3.07,2
P_003577,27.317907,76.566339,1500.42,1.53,158.74,-0.0729,20.45,-9.37,47.8,38.6,24.8,24.3,145.1,850.6,12.0,3.3,20.6,17.3,8,0.24,5936.0,0.533,7,0.053,1910.3,0.126,0.07,0.26,-0.0264,1.06,1
P_003578,34.353593,79.182984,343.03,12.92,92.82,-0.0306,19.22,-8.05,806.2,553.5,62.3,29.6,577.1,542.6,8.6,4.7,12.5,7.8,3,0.014,100.4,0.821,7,0.402,79.5,0.199,10.42,0.5,-0.0306,2.62,2
P_003579,12.990061,80.512277,6326.77,11.24,263.95,0.0228,4.63,-0.57,4000.0,2653.0,26.5,99.1,156.4,1879.5,22.8,18.1,27.5,9.4,4,0.197,2190.2,0.597,5,0.572,885.0,0.441,44.97,8.04,-0.0227,3.93,2
P_003580,34.555602,96.994908,6534.28,1.06,321.06,-0.148,23.89,-13.27,1953.7,1698.7,57.9,6.1,866.0,326.4,29.8,20.1,39.5,19.4,2,1.25,727.2,0.576,3,0.11,646.5,0.407,2.08,0.79,0.093,1.94,1
P_003581,26.404053,70.598573,4442.31,6.01,72.74,0.1907,1.89,-3.89,225.0,146.4,196.7,29.2,41.2,1392.6,23.8,14.5,33.1,18.6,7,0.395,1565.3,0.523,1,0.427,1247.6,0.062,1.35,3.02,0.1821,1.41,1
P_003582,32.183626,90.235637,3304.33,7.88,199.28,-0.0435,25.29,5.0,992.4,608.6,5.9,24.1,429.8,597.0,19.6,9.2,29.9,20.7,4,1.275,671.6,0.626,1,0.321,757.4,1.479,7.82,2.94,0.0144,1.18,1
P_003583,26.942356,81.860763,1194.61,37.26,321.78,-0.0641,47.21,16.37,1840.8,1548.0,5.8,62.4,121.7,272.9,28.9,24.2,33.6,9.4,2,0.976,3601.4,0.555,2,0.274,473.0,0.12,68.59,5.03,0.0396,8.35,4
P_003584,12.804443,92.360943,978.81,50.36,70.59,0.0443,18.72,17.13,2947.3,1798.6,72.8,134.6,361.1,889.2,18.7,9.5,28.0,18.5,4,0.448,50.6,0.889,6,0.128,966.7,0.004,148.42,5.57,0.0418,5.96,4
P_003585,26.839563,84.464587,4672.53,5.48,225.53,0.0014,16.41,-3.62,58.8,39.9,90.6,29.9,127.8,333.2,13.6,5.7,21.5,15.9,8,0.102,4454.4,0.761,3,0.062,1291.3,0.397,0.32,2.9,-0.001,2.5,1
P_003586,31.510668,87.888757,2248.42,41.9,25.57,0.1325,22.22,15.7,778.4,648.6,64.0,53.5,48.2,25.5,26.7,17.3,36.2,18.9,2,1.529,2104.2,0.786,4,0.205,2570.5,0.409,32.61,10.65,0.0572,5.32,3
P_003587,20.228115,73.051698,6084.53,27.7,75.21,-0.1415,38.4,-4.22,1614.1,1162.1,0.4,168.5,50.8,773.1,12.6,7.6,17.7,10.1,7,0.215,2197.1,0.319,3,0.085,169.7,0.417,44.71,19.05,-0.1368,4.15,3
P_003588,24.795398,76.243187,7102.41,11.48,173.36,0.0041,11.58,-8.11,1863.6,1523.0,11.9,8.5,42.9,806.4,9.7,-0.7,20.1,20.8,2,0.643,4594.2,0.79,4,0.021,3516.1,0.174,21.4,9.22,0.0005,3.8,2
P_003589,17.713777,78.811,5317.06,2.69,349.02,-0.0807,2.17,-1.1,1317.6,1185.0,13.5,64.5,4.8,96.7,9.2,-0.9,19.2,20.1,5,0.336,3.5,0.86,4,0.281,924.9,0.381,3.54,1.61,0.0154,-0.63,0
P_003590,30.886636,77.808155,5239.74,9.12,123.5,0.079,18.26,-19.72,1480.4,1138.9,35.7,18.8,127.5,264.4,26.2,19.4,33.1,13.7,4,0.256,7676.4,0.724,6,0.448,1474.2,0.056,13.5,5.4,0.0659,0.22,0
P_003591,10.520519,72.221814,1392.51,15.32,92.46,0.0293,15.29,13.24,614.6,375.9,52.8,115.4,82.0,0.5,22.2,11.9,32.4,20.5,2,0.359,2391.7,0.78,2,0.019,10.2,1.507,9.42,2.41,0.0293,5.32,3
P_003592,25.426818,72.065322,861.02,40.23,259.31,-0.063,5.99,12.62,109.2,92.1,92.5,41.8,1083.2,199.5,32.1,20.6,43.5,23.0,6,0.0,2296.2,0.529,1,0.277,716.7,0.953,4.4,3.92,0.0619,2.78,2
P_003593,22.853168,78.779495,4350.85,1.55,279.6,-0.0041,17.34,0.43,1381.7,859.1,23.5,65.3,139.7,14.5,24.0,20.5,27.4,6.9,3,0.354,2778.6,0.524,5,0.347,1724.1,0.168,2.14,0.76,0.0041,1.56,1
P_003594,30.927958,74.306081,8265.36,8.42,0.83,0.1234,38.65,-0.92,502.2,434.4,92.8,47.7,33.2,413.9,24.9,16.1,33.7,17.6,2,0.87,74.2,0.421,1,0.651,651.0,0.528,4.23,7.86,0.0018,2.14,1
P_003595,30.170876,72.053321,5078.8,21.24,10.55,-0.0277,27.25,1.38,2565.8,1843.4,28.6,378.4,121.8,134.5,34.9,25.6,44.2,18.6,4,0.539,3127.9,0.424,3,0.104,95.4,0.428,54.5,12.19,-0.0051,7.26,4
P_003596,8.328947,75.590182,3925.14,11.22,23.91,0.0668,40.8,2.18,476.9,357.6,2.4,187.1,65.5,136.9,17.9,12.7,23.1,10.4,4,0.998,1165.6,0.481,5,0.216,743.8,0.939,5.35,4.98,0.0271,1.56,1
P_003597,36.822566,94.642803,3755.1,4.04,136.59,0.1476,14.13,13.32,178.8,122.7,136.0,101.3,239.1,19.4,17.4,5.4,29.4,24.0,6,0.761,4548.1,0.764,2,0.165,3183.2,0.062,0.72,1.72,0.1014,-0.51,0
P_003598,14.738319,88.703805,3921.77,5.73,161.52,0.0158,15.76,-11.9,3104.4,2254.5,31.4,129.4,26.5,86.9,9.5,2.2,16.8,14.6,4,0.627,5746.2,0.443,5,0.101,72.2,0.506,17.79,2.54,0.005,4.46,3
P_003599,11.52944,78.546568,7523.97,2.04,189.82,0.0691,42.86,0.64,1174.8,803.5,135.2,3.2,91.0,201.3,28.3,21.0,35.5,14.5,7,0.167,390.8,0.858,3,0.005,499.0,0.202,2.4,1.74,-0.0118,1.59,1
P_003600,18.501781,95.259532,8407.06,12.79,126.6,-0.034,19.98,9.94,917.3,666.6,37.1,13.0,217.4,289.4,23.4,18.2,28.7,10.6,6,0.326,207.8,0.511,2,0.195,426.1,0.887,11.73,12.15,-0.0273,2.26,1
P_003601,20.861712,93.074608,2874.75,27.16,40.89,-0.0298,20.36,-24.79,2620.3,1817.9,99.8,179.3,302.2,117.8,15.9,7.8,24.1,16.2,1,0.286,14.2,0.514,1,0.301,181.9,0.23,71.17,8.82,-0.0195,8.85,4
P_003602,29.946037,79.966489,5880.65,3.27,234.69,0.0526,27.11,-6.56,675.3,419.5,54.7,21.1,26.0,68.0,10.5,1.2,19.9,18.7,3,0.315,1243.1,0.984,1,0.344,323.0,0.042,2.21,2.17,-0.0429,1.19,1
P_003603,13.11437,92.054193,6787.79,26.32,196.65,-0.1895,0.41,9.06,372.4,281.2,58.4,69.9,378.6,312.3,10.0,-0.8,20.8,21.6,6,0.359,1377.2,0.856,5,0.039,363.3,0.098,9.8,20.19,0.0543,3.8,2
P_003604,20.673291,82.636707,4734.53,14.45,286.76,-0.1287,8.84,-7.06,1429.9,992.2,79.1,129.9,8.8,43.0,23.1,13.6,32.6,19.0,3,0.111,345.0,0.695,3,0.407,1055.8,0.774,20.66,7.73,0.1233,1.91,1
P_003605,26.052384,69.093717,8774.23,29.26,132.86,0.0278,30.76,11.98,781.0,499.4,32.7,12.6,329.6,72.8,16.1,12.5,19.6,7.1,3,1.653,5307.8,0.883,1,0.723,1904.2,0.248,22.86,29.02,0.0204,1.94,1
P_003606,20.629922,83.281764,2781.5,1.29,274.16,-0.0582,4.37,-4.25,1368.3,828.0,45.0,42.8,141.4,951.7,5.0,-3.8,13.9,17.7,7,0.14,247.5,0.736,1,0.134,92.3,0.176,1.76,0.4,0.058,2.24,1
P_003607,14.873079,69.826494,2604.55,0.42,13.91,-0.0169,11.75,-13.79,518.6,391.0,122.3,61.2,21.1,457.9,33.7,29.2,38.1,8.9,2,0.145,101.1,0.247,1,0.161,1197.8,0.185,0.22,0.12,-0.0041,2.34,1
